Person,Text,Predicted Category,Predicted Quality,Predicted Sentiment,Predicted Thank Customer,Predicted Introduce Self,Predicted Ask Reason,Predicted Ask Accurate Details,Predicted Ask Permission,Predicted Resolve Issue,Predicted Offer Assistance,Predicted Thank Again,Predicted Farewell
A,Thank you for calling PLDC customer service.,Problem Investigation,Positive,0.8,3,0,0,0,0,0,0,0,0
A,This is Christine speaking.,Problem Investigation,Positive,0.78,0,0,1,0,0,0,0,0,0
A,How may I help you?,Greetings,Positive,0.78,2,0,0,1,0,0,0,0,0
C,You just got off my internet connection and this is not the first time this happened.,Problem Investigation,Negative,0.32,2,0,0,0,0,0,0,0,0
C,How is that you're getting my money and you're cutting me off?,Problem Investigation,Neutral,0.22,2,0,0,0,0,0,0,0,0
A,I appreciate that you bring this to out attention sir And sorry for the inconvenience sir.,Problem Investigation,Positive,0.78,2,0,0,0,0,0,0,0,0
A,"I understand that it is very frustrating and to work out on your problem about the abrupt disconnection, is that right sir?",Problem Investigation,Neutral,0.68,2,0,0,0,0,0,0,0,0
C,"Yes,you just disconnected me.",Problem Investigation,Neutral,0.45,2,0,0,0,0,0,0,0,0
C,That's what I said.,Problem Investigation,Negative,0.56,2,0,0,0,0,0,0,0,0
A,"But first, give me your account number sir.",Problem Investigation,Neutral,0.67,1,0,0,0,1,0,0,0,0
C,"Okay, my account number is 4451147619.",Account Verification,Positive,0.75,1,0,0,0,0,0,0,0,0
A,"Okay sir, I got it and for verification you will need your name and your birthday",Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
C,"I am Matthew Sobremonte and I am born on November 1, 1999.",Problem Investigation,Positive,0.62,1,0,0,0,0,0,0,0,0
C,"And, yes I am the account holder.",Problem Investigation,Positive,0.69,1,0,0,0,0,0,0,0,0
A,"Thank you, just a minute sir,  I'll just look at our data.",Problem Investigation,Neutral,0.73,2,0,0,0,0,0,0,0,0
A,"According to our system's data, that you did pay your last bill, last February 5 which was 2 days ago in one of our affiliated payment centers.",Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
A,"Unfortunately sir, when you pay through that affiliated center, it takes about three to five business days more to complete the payment processing so that means that the system conceded the payment as still pending and not completed yet.",Problem Investigation,Neutral,0.67,2,0,0,0,0,0,0,0,0
A,"So, the connection has been cut off. But.",Problem Investigation,Neutral,0.36,2,0,0,0,0,0,0,0,0
C,Are you kidding me?,Problem Investigation,Negative,0.27,2,0,0,0,0,0,0,0,0
C,I need it as soon as possible.,Problem Investigation,Neutral,0.28,2,0,0,0,0,0,0,0,0
A,I understand that your situation is very tough right now.,Problem Investigation,Positive,0.68,2,0,0,0,0,0,0,0,0
A,"Since you did pay for your connection, what I can do is to open a ticket or submit a report so that the other department can immediately complete your payment and reconnect your internet as soon as possible. ",Problem Investigation,Positive,0.7,2,0,0,0,0,0,1,0,0
A,"And to make it possible sir, I just need your payment ID.",Problem Investigation,Neutral,0.57,2,0,0,0,0,0,0,0,0
C,Okay so my payment ID is 19216811.,Problem Investigation,Positive,0.69,1,0,0,0,0,0,0,0,0
C,Did you get it?,Problem Investigation,Neutral,0.57,2,0,0,0,0,0,0,0,0
A,"Yes sir, thank you.",Problem Investigation,Positive,0.82,3,0,0,0,0,0,0,0,0
A,I am now doing the report and will submit it as soon as I finish this.,Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
A,Please stay online for a minute Mr. Sobremonte.,Problem Investigation,Positive,0.82,2,0,0,0,0,0,0,0,0
C,"Okay I will, thank you.",Problem Investigation,Positive,0.75,2,0,0,0,0,0,0,0,0
A,"Hello sir, kindly expect to have your reconnection within 24 hours.",Problem Investigation,Positive,0.63,2,0,0,0,0,0,0,0,0
A,We will send you a text message informing that you have already paid and connected to the internet service to your phone number.,Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
C,Thank God for that!,Problem Investigation,Positive,0.67,2,0,0,0,0,0,0,0,0
C,I am furious because I really need internet connection.,Problem Investigation,Negative,0.42,2,0,0,0,0,0,0,0,0
A,"Again sir, I'm terribly sorry.",Problem Investigation,Positive,0.7,2,0,0,0,0,0,0,0,0
A,Is there anything else I can help you with sir?,Problem Investigation,Positive,0.75,2,0,0,1,0,0,0,0,0
C,I don't need anything else.,Problem Investigation,Negative,0.38,2,0,0,0,0,0,0,0,0
A,"If none, thanks for calling and don't hesitate to call again if ever you'll have a problem with your connection.",Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
A,Have a great day sir.,Closure,Positive,0.83,3,0,0,0,0,0,0,0,0
C,Okay thank you.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,Bye.,Closure,Neutral,0.65,3,0,0,0,0,0,0,0,0
A,Thank you for calling Martha's flowers.,Closure,Positive,0.8,0,1,1,0,0,0,0,0,0
A,How may I assist you?,Greetings,Positive,0.77,2,0,0,1,0,0,0,0,0
C,"Hello, I'd like to order flowers and I think you have what I'm looking for.",Problem Investigation,Positive,0.78,2,0,0,0,0,0,0,0,0
A,I'd be happy to take care of your order.,Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
A,May I have your name please?,Account Verification,Positive,0.85,1,0,0,0,1,1,0,0,0
C,Randall Thomas,Account Verification,Positive,0.78,1,0,0,0,0,0,0,0,0
A,Can you spell that for me?,Greetings,Positive,0.76,2,0,0,0,1,1,0,0,0
C,"Randall R A N D A L L, Thomas T H O M A S",Greetings,Positive,0.69,0,0,0,0,0,0,0,0,0
A,Thank you for that information Randall.,Problem Investigation,Positive,0.85,2,0,0,0,0,0,0,0,0
A,May I have your home or office number area code first?,Account Verification,Positive,0.64,1,0,0,0,1,1,0,0,0
C,4 0 9 8 6 6 5 0 8 8,Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
A,That's 4 0 9 8 6 6 5 0 8 8.,Problem Investigation,Positive,0.68,2,0,0,0,0,0,0,0,0
A,Do you have a fax number or email address?,Account Verification,Neutral,0.65,1,0,0,0,1,1,0,0,0
C,randall.thomas@gmail.com,Account Verification,Positive,0.77,1,0,0,0,0,0,0,0,0
A,May I have your shipping address?,Account Verification,Positive,0.81,1,0,0,0,1,1,0,0,0
C,"800, Gladys Avenue, Beaumont, Texas. Zip Code is 77706",Account Verification,Positive,0.57,1,0,0,0,0,0,0,0,0
A,Thank you for the information.,Problem Investigation,Positive,0.72,3,0,0,0,0,0,0,0,0
A,What product are you interested in purchasing?,Problem Investigation,Neutral,0.69,2,0,0,0,0,0,0,0,0
C,"Red roses, probably a dozen.",Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
A,"A dozen of red roses, do you want long stems?",Problem Investigation,Neutral,0.78,2,0,0,0,0,0,0,0,0
A,"Alright Randall, let me process your order. One moment please.",Problem Investigation,Neutral,0.67,2,0,0,0,0,0,0,0,0
A,Okay Randall. we are ordering one dozen of long-stemmed red roses.,Problem Investigation,Positive,0.76,2,0,0,0,0,0,0,0,0
A,The total of your orders is $40 and it will be shipped to your address within 24 hours.,Problem Investigation,Positive,0.54,2,0,0,0,0,0,0,0,0
C,When will you be delivering my roses again?,Problem Investigation,Neutral,0.27,2,0,0,0,0,0,0,0,0
A,Within 24 hours.,Problem Investigation,Neutral,0.44,2,0,0,0,0,0,0,0,0
C,"Okay, no problem.",Problem Investigation,Positive,0.58,2,0,0,0,0,0,0,0,0
A,Is there anything else I can help you with?,Problem Investigation,Positive,0.78,2,0,0,1,0,0,0,0,0
C,"That's all for now, thanks.",Problem Investigation,Positive,0.79,3,0,0,0,0,0,0,0,0
A,No problem Randall.,Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
A,Thank you for calling Martha's Flowers.,Closure,Positive,0.8,0,1,1,0,0,0,0,0,0
A,Have a nice day.,Closure,Positive,0.82,3,0,0,0,0,0,0,0,0
A,Thank you for calling to Delonix.,Closure,Positive,0.8,3,1,1,0,0,0,0,0,0
A,This is Nina speaking.,Problem Investigation,Positive,0.75,0,0,0,0,0,0,0,0,0
A,How can I help you today?,Greetings,Positive,0.78,0,0,0,1,0,0,0,0,0
C,"Hi, I'm just in your website and I know you've got a special on your seventeen spotlights and I wanted to place in an order if there's still available place.",Problem Investigation,Positive,0.82,2,0,0,0,0,0,0,0,0
A,Sure. I will be happy to assist you.,Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,Can I start with your name please?,Account Verification,Positive,0.83,1,0,0,0,1,1,0,0,0
C,Jeremy Logan.,Account Verification,Positive,0.66,1,0,0,0,0,0,0,0,0
A,Thank you Mr. Jeremy and did you want the invoice made out in your name or your company name?,Problem Investigation,Neutral,0.82,2,0,0,0,0,0,0,0,0
C,My name is fine.,Greetings,Positive,0.77,2,0,0,0,0,0,0,0,0
A,"Okay, no problem and can I get the delivery address please?",Problem Investigation,Positive,0.79,2,0,0,0,1,1,0,0,0
C,"It's 123, Blue Ridge Crescent, Bonneville, 2106, NSW.",Problem Investigation,Positive,0.83,1,0,0,0,0,0,0,0,0
A,Thank You Mr. Logan.,Problem Investigation,Positive,0.84,1,0,0,0,0,0,0,0,0
A,And do you have an email address so I can send your receipt and online tracking too?,Problem Investigation,Positive,0.79,2,0,0,0,1,0,0,0,0
C,"Yes, it's jeremymorgan@gmail.com.",Account Verification,Positive,0.82,2,0,0,0,0,0,0,0,0
A,"Great, now 217 spotlights are available in 35 watts or 55 watts, which one do you want?",Problem Investigation,Neutral,0.64,2,0,0,0,0,0,1,0,0
C,The 55 watts ones please.,Problem Investigation,Positive,0.68,2,0,0,0,0,0,0,0,0
A,All right and do you know what colour temperature you want for the vaults?,Problem Investigation,Neutral,0.53,2,0,0,0,0,0,0,0,0
C,"Yeah thinking that 6000k ones, that's the bluish colour right?",Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
A,Yes 6000k is slight white which is a blue tinge.,Problem Investigation,Neutral,0.64,2,0,0,0,0,0,0,0,0
A,"Okay, Thank you, now, for the postage, we have registered post or express post.",Problem Investigation,Neutral,0.71,2,0,0,0,0,0,0,0,0
A,Which one are you interested in?,Problem Investigation,Neutral,0.78,2,0,0,0,0,0,0,0,0
C,How much are each please?,Problem Investigation,Neutral,0.46,2,0,0,0,0,0,0,0,0
A,"Sure, registered post is $12.45 and the delivery time is 3 to 5 business days or express post is $18.85 and delivery time is 1 to 2 days.",Problem Investigation,Neutral,0.56,2,0,0,0,0,0,0,0,0
C,"Okay, I'll take the Express post.",Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
A,"Great, so all I need now is your visa or MasterCard details please?",Problem Investigation,Positive,0.75,2,0,0,0,1,0,0,0,0
C,Okay it's a Visa card and the number is 43211234567821234.,Problem Investigation,Positive,0.74,1,0,0,0,0,0,0,0,0
A,And the expiry please?,Problem Investigation,Neutral,0.47,1,0,0,0,0,0,0,0,0
C,1/10/2014.,Account Verification,Positive,0.72,1,0,0,0,0,0,0,0,0
A,Thank you for that.,Closure,Positive,0.72,3,0,0,0,0,0,0,0,0
A,"And, can you also grabbed the security number on the card?",Account Verification,Neutral,0.72,1,0,0,0,1,1,0,0,0
A,It's the last 3 digits on the back of the card.,Problem Investigation,Positive,0.57,2,0,0,0,0,0,0,0,0
C,"Yeah, that would be 123.",Problem Investigation,Positive,0.61,2,0,0,0,0,0,0,0,0
A,"Great, let me just repeat those details to you.",Problem Investigation,Positive,0.65,2,0,0,0,0,0,0,0,0
A,"It's a Visa card number 43211234567821234, expiry 10/14 and CCV is 123.",Problem Investigation,Positive,0.66,1,0,0,0,0,0,0,0,0
C,Yep.,Problem Investigation,Neutral,0.61,2,0,0,0,0,0,0,0,0
A,"Okay great, thank you Mr. Logan.",Problem Investigation,Positive,0.82,2,0,0,0,0,0,0,0,0
A,"So we have one pair of seven-inch spotlights and 55 watt 6000k going to Jeremy Logan at 123, Blue Ridge Crescent, Bonneville, 2106, NSW and that will be shipped out today.",Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
C,Perfect.,Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
A,"Once your order has been shipped, Jenny will email your online tracking number but you should receive your order before 12 o'clock tomorrow, Sydney time.",Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
C,Right.,Problem Investigation,Neutral,0.52,2,0,0,0,0,0,0,0,0
A,Is there anything else that I can help you with Mr. Logan?,Problem Investigation,Positive,0.82,2,0,0,1,0,0,0,0,0
C,"Oh that's fine, thank you.",Problem Investigation,Positive,0.83,2,0,0,0,0,0,0,0,0
A,You're welcome and thank you very much for choosing Delonix and enjoy the rest of your afternoon.,Closure,Positive,0.84,3,0,0,0,0,0,0,0,0
C,You too.,Closure,Neutral,0.66,3,0,0,0,0,0,0,0,0
A,"Thank you, bye.",Closure,Positive,0.8,3,0,0,0,0,0,0,0,0
A,Thank you for calling Amazon customer services.,Problem Investigation,Positive,0.76,2,1,0,0,0,0,0,0,0
A,This is Georgina.,Greetings,Positive,0.83,0,0,1,0,0,0,0,0,0
A,How can I help?,Problem Investigation,Positive,0.77,0,0,0,1,0,0,0,0,0
C,"Hi Georgina, this is Brian.",Greetings,Positive,0.87,0,0,0,0,0,0,0,0,0
C,I'm calling because I haven't received my item yet.,Problem Investigation,Negative,0.33,2,0,0,0,0,0,0,0,0
A,"Hello Brian, I'm really sorry if you haven't received your parcel.",Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
A,"No worries, since you have me on the line, I'll be more than willing to assist.",Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
C,Oh okay.,Problem Investigation,Neutral,0.64,2,0,0,0,0,0,0,0,0
A,"Alright, for security purposes, can I have the complete name on the account?",Problem Investigation,Positive,0.74,1,0,0,0,1,1,0,0,0
C,"Sure, it's Brian Johnson.",Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,"Okay, can I also have your email address?",Account Verification,Positive,0.79,1,0,0,0,1,1,0,0,0
C,"Sure, it's brian205@yahoo.com.",Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,Thanks for verifying those information to me.,Problem Investigation,Positive,0.7,2,0,0,0,0,0,0,0,0
A,Let me proceed to your account.,Problem Investigation,Positive,0.67,2,0,0,0,0,0,0,0,0
A,"It seems that you are referring to Meets Attack 500x5, am i right?",Problem Investigation,Neutral,0.58,2,0,0,0,0,0,1,0,0
C,"You've got it right, Georgina.",Problem Investigation,Positive,0.57,2,0,0,0,0,0,0,0,0
A,"Cool, based on the information here yeah, it already passed the estimated delivery date.",Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
A,"It is quite late for a week already. Since the item is shipped and sold by amazon, we can process a full refund or a replacement.",Problem Investigation,Neutral,0.69,2,0,0,0,0,0,0,0,0
A,Which one would work for you?,Problem Investigation,Neutral,0.72,2,0,0,0,0,0,0,0,0
C,I really wanted to get the item as soon as possible.,Problem Investigation,Positive,0.56,2,0,0,0,0,0,0,0,0
C,I chose the free shipping to save shipment fees.,Problem Investigation,Negative,0.48,2,0,0,0,0,0,0,0,0
C,"However, I didn't expect that it will come later than expected.",Problem Investigation,Neutral,0.58,2,0,0,0,0,0,0,0,0
A,I'm really sorry for the inconvenience Brian.,Problem Investigation,Positive,0.82,2,0,0,0,0,0,0,0,0
A,"To compensate, I can request a refund for that order and process a replacement right now.",Problem Investigation,Positive,0.45,2,0,0,0,0,0,0,0,0
A,"Then, expedited to one day shipping without additional cost for the shipping.",Problem Investigation,Neutral,0.39,2,0,0,0,0,0,0,0,0
C,"Really, you can do that for me?",Problem Investigation,Positive,0.7,2,0,0,0,0,0,0,0,0
A,"Yes, of course.",Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
A,Let me process your order.,Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
A,One moment please.,Problem Investigation,Positive,0.64,2,0,0,0,0,0,0,0,0
C,"Thanks, please take your time.",Problem Investigation,Positive,0.82,3,0,0,0,0,0,0,0,0
C,May I know how in the world can I receive my refund?,Problem Investigation,Neutral,0.2,2,0,0,0,0,0,0,0,0
A,"Brian, the refund was already requested.",Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
A,Expect to receive the refund within two to three business days.,Problem Investigation,Neutral,0.4,2,0,0,0,0,0,0,0,0
A,It will be credited back to the original payment method you use in placing the order.,Problem Investigation,Positive,0.5,2,0,0,0,0,0,0,0,0
A,"Also, I've already processed the replacement you can have the item by today until tomorrow.",Problem Investigation,Positive,0.82,2,0,0,0,0,0,0,0,0
A,Then the confirmation regarding our conversation will be sent to your account.,Problem Investigation,Positive,0.64,2,0,0,0,0,0,0,0,0
A,"If you want, I can also help you track your order and reach you back tomorrow just to make sure that you are receiving the item within the expected date.",Problem Investigation,Positive,0.75,2,0,0,0,0,0,0,0,0
C,Yes please.,Problem Investigation,Neutral,0.52,2,0,0,0,0,0,0,0,0
A,"Great, can I have your phone number?",Account Verification,Positive,0.84,2,0,0,0,1,1,0,0,0
C,"Sure, it's 3143463534543.",Account Verification,Positive,0.76,1,0,0,0,0,0,0,0,0
A,"Got it, thanks.",Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
A,Expect my call tomorrow.,Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
C,I will.,Problem Investigation,Neutral,0.36,2,0,0,0,0,0,0,0,0
A,"Aside from this, is there anything else that I can help you with?",Problem Investigation,Positive,0.74,2,0,0,1,0,0,0,0,0
C,"No, you're doing great great.",Problem Investigation,Positive,0.69,2,0,0,0,0,0,0,0,0
C,I really appreciate it.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,"Thank you, Brian.",Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
A,I think we are all set.,Problem Investigation,Positive,0.71,2,0,0,0,0,0,0,0,0
A,"For other queries, feel free to visit our help pages.",Problem Investigation,Positive,0.83,2,0,0,0,0,0,0,0,0
A,Thank you for calling amazon and have a nice day.,Closure,Positive,0.82,3,0,0,0,0,0,0,0,0
C,"Thank you so much, goodbye.",Closure,Positive,0.79,3,0,0,0,0,0,0,0,0
A,Thank you for calling Rex Global customer service.,Problem Investigation,Positive,0.79,3,1,0,0,0,0,0,0,0
A,This is Megan. ,Greetings,Positive,0.83,0,0,1,0,0,0,0,0,0
A,How can I help you?,Greetings,Positive,0.78,0,0,0,1,0,0,0,0,0
C,"Hi Megan, I'm calling because i was charged a dollar like out of nowhere.",Problem Investigation,Negative,0.61,2,0,0,0,0,0,0,0,0
C,What is this a scam?,Problem Investigation,Neutral,0.35,2,0,0,0,0,0,0,0,0
C,Can you help me or can someone from there explain what's happening?,Problem Investigation,Neutral,0.65,2,0,0,1,0,0,0,0,0
A,I am sorry to hear about a dollar charge in your account.,Problem Investigation,Positive,0.6,2,0,0,0,0,0,0,0,0
A,But don't you worry. I can definitely help you with that.,Problem Investigation,Positive,0.76,2,0,0,0,0,0,0,0,0
C,Oh okay.,Problem Investigation,Neutral,0.64,2,0,0,0,0,0,0,0,0
C,"Well, let's see.",Problem Investigation,Neutral,0.66,2,0,0,0,0,0,0,0,0
A,"Alright, Can you start with your name please?",Problem Investigation,Positive,0.84,1,0,0,0,1,1,0,0,0
C,Yeah sure.,Problem Investigation,Neutral,0.62,2,0,0,0,0,0,0,0,0
C,Max Hermit.,Account Verification,Positive,0.69,1,0,0,0,0,0,0,0,0
A,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,How about your email address?,Account Verification,Neutral,0.71,1,0,0,0,1,1,0,0,0
C,"Yeah, Uh, it's max_hermit001@gmail.com.",Problem Investigation,Positive,0.8,1,0,0,0,0,0,0,0,0
A,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,Let me proceed to your account.,Problem Investigation,Positive,0.67,2,0,0,0,0,0,0,0,0
A,"Max, when you place your first order, Rex Global contacts your issuing bank to confirm the validity of the payment method.",Problem Investigation,Positive,0.58,2,0,0,0,0,0,0,0,0
A,It is not an actual charge but a one dollar authorisation hold.,Problem Investigation,Neutral,0.34,2,0,0,0,0,0,0,0,0
C,"Seriously, for how long will it take?",Problem Investigation,Neutral,0.34,2,0,0,0,0,0,0,0,0
A,"Well, it isn't that long, most often, it takes 1 to 2 business days.",Problem Investigation,Neutral,0.56,2,0,0,0,0,0,0,0,0
A,The authorisation will be removed from your account once a transaction is already processed.,Problem Investigation,Positive,0.44,2,0,0,0,0,0,1,0,0
C,"Oh okay, that's a relief.",Problem Investigation,Positive,0.77,2,0,0,0,0,0,0,0,0
C,I mean now I understand.,Problem Investigation,Neutral,0.5,2,0,0,0,0,0,0,0,0
C,"I appreciate that, thanks.",Problem Investigation,Positive,0.76,2,0,0,0,0,0,0,0,0
A,You're most welcome.,Closure,Positive,0.8,3,0,0,0,0,0,0,0,0
A,I can also send a confirmation regarding this call for your reference.,Problem Investigation,Positive,0.75,2,0,0,0,0,0,0,0,0
C,I appreciate it.,Problem Investigation,Positive,0.62,2,0,0,0,0,0,0,0,0
A,"Aside from this, is there anything else that I can assist?",Problem Investigation,Neutral,0.72,2,0,0,0,0,0,0,0,0
C,"No, I think we are good.",Problem Investigation,Positive,0.81,2,0,0,0,0,0,0,0,0
C,Thanks a lot Megan.,Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
A,I'm really glad to help!,Problem Investigation,Positive,0.75,2,0,0,0,0,0,0,0,0
A,"You may also see the help pages for other queries, Max.",Problem Investigation,Positive,0.79,2,0,0,0,0,0,0,0,0
A,Thank you for calling Rex Global and have a nice day.,Closure,Positive,0.83,3,0,0,0,0,0,0,0,0
C,You too.,Closure,Neutral,0.66,3,0,0,0,0,0,0,0,0
C,Have a good one!,Closure,Positive,0.71,3,0,0,0,0,0,0,0,0
A,Goodbye.,Closure,Positive,0.72,3,0,0,0,0,0,0,0,0
A,Thank you for calling JP International.,Closure,Positive,0.8,3,1,0,0,0,0,0,0,0
A,This is Carla.,Greetings,Positive,0.81,0,0,1,0,0,0,0,0,0
A,Can I have your name please?,Account Verification,Positive,0.83,1,0,0,0,1,1,0,0,0
C,"Hi Carla, I'm Athena.",Greetings,Positive,0.86,0,0,0,0,0,0,0,0,0
A,Hello Athena.,Problem Investigation,Positive,0.79,0,0,0,0,0,0,0,0,0
A,How are you today and how can I assist?,Problem Investigation,Positive,0.81,0,0,0,1,0,0,0,0,0
C,I am really frustrated right now.,Problem Investigation,Negative,0.36,2,0,0,0,0,0,0,0,0
C,I'm calling because I ordered an item last Monday from your store.,Problem Investigation,Positive,0.69,2,0,0,0,0,0,0,0,0
C,I expedited it to two-day shipping just to make sure that i'll be receiving the item on or before Thursday.,Problem Investigation,Neutral,0.59,2,0,0,0,0,0,0,0,0
C,"It's a birthday present, tomorrow.",Problem Investigation,Positive,0.62,2,0,0,0,0,0,0,0,0
C,"Listen y'all, I paid for expedited shipping but i'm not receiving the item for three days already.",Problem Investigation,Negative,0.34,2,0,0,0,0,0,0,0,0
C,I need someone who can help explain this to me!,Problem Investigation,Negative,0.23,2,0,0,0,0,0,0,0,0
A,I understand your.,Problem Investigation,Positive,0.57,2,0,0,0,0,0,0,0,0
C,You know what's funny?,Problem Investigation,Negative,0.18,2,0,0,0,0,0,0,0,0
C,It was tracked as delivered yesterday.,Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
C,I looked everywhere in the house.,Problem Investigation,Neutral,0.48,2,0,0,0,0,0,0,0,0
C,It's nowhere to be found.,Problem Investigation,Neutral,0.49,2,0,0,0,0,0,0,0,0
C,I don't know what y'all are doing.,Problem Investigation,Negative,0.39,2,0,0,0,0,0,0,0,0
C,What I'm certain is-this is a scam.,Problem Investigation,Neutral,0.3,2,0,0,0,0,0,0,0,0
C,"If you can't handle this, let me just talk with the supervisor.",Problem Investigation,Positive,0.64,2,0,0,0,0,0,0,0,0
A,I am really sorry to hear if you haven't received your item for a special event.,Problem Investigation,Positive,0.76,2,0,0,0,0,0,0,0,0
A,Also if it was tracked as delivered although not yet received.,Problem Investigation,Neutral,0.35,2,0,0,0,0,0,0,0,0
A,I do understand your frustration right now for this inconvenience but no worries.,Problem Investigation,Positive,0.83,2,0,0,0,0,0,0,0,0
A,Rest assured that this company isn't a scam and I can definitely help you.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
C,Okay let's see.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,"Alright, For security purposes can I have your complete name please?",Problem Investigation,Positive,0.84,1,0,0,0,1,1,0,0,0
C,It's Athena Salmnher.,Problem Investigation,Positive,0.78,0,0,1,0,0,0,0,0,0
A,Thank you.,Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,Can I also have the email address associated with your account?,Account Verification,Positive,0.78,1,0,0,0,1,1,0,0,0
C,It's athena561@yahoo.com.,Problem Investigation,Positive,0.79,1,0,0,0,0,0,0,0,0
A,Okay thank you.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,How about the last four digits of the order number?,Account Verification,Neutral,0.78,2,0,0,0,1,0,0,0,0
C,Okay i think it's 2341.,Problem Investigation,Neutral,0.74,2,0,0,0,0,0,0,0,0
A,"Got it, so those were man sneaker shoes and an iPhone.",Problem Investigation,Positive,0.59,2,0,0,0,0,0,0,0,0
A,"One second, let me check the details for a while.",Problem Investigation,Neutral,0.65,2,0,0,0,0,0,0,0,0
A,"Based on the information, here it was delivered and received.",Problem Investigation,Neutral,0.41,2,0,0,0,0,0,0,0,0
A,To verify could you tell me the shipping address you wanted to ship the parcel?,Problem Investigation,Neutral,0.75,2,0,0,0,1,1,0,0,0
C,Oh you're wasting my time!,Problem Investigation,Negative,0.36,2,0,0,0,0,0,0,0,0
C,"It's in Wilmington, North Carolina.",Problem Investigation,Positive,0.67,2,0,0,0,0,0,0,0,0
A,"Hmm, based on the record here, it seems that the parcel was delivered to the wrong address.",Problem Investigation,Neutral,0.51,2,0,0,0,0,0,0,0,0
C,Wow! This is terrible.,Problem Investigation,Negative,0.46,2,0,0,0,0,0,0,0,0
C,I have to request for a refund away to be processed.,Problem Investigation,Negative,0.33,2,0,0,0,0,0,0,0,0
C,The worst part is they have to reorder and expedite it without assurance of having the item tomorrow.,Problem Investigation,Neutral,0.44,2,0,0,0,0,0,0,0,0
C,Horrible!,Problem Investigation,Neutral,0.35,2,0,0,0,0,0,0,0,0
A,"Oh, I understand where you're coming from Athena.",Problem Investigation,Positive,0.7,2,0,0,0,0,0,0,0,0
A,"To compensate, I can process a replacement and expedite in the same day shipping.",Problem Investigation,Positive,0.54,2,0,0,0,0,0,0,0,0
A,You don't have to pay for the shipment.,Problem Investigation,Negative,0.36,2,0,0,0,0,0,0,0,0
A,You just have to wait.,Problem Investigation,Negative,0.45,2,0,0,0,0,0,0,0,0
A,I'll get back to you and notify you once the package shipped out.,Problem Investigation,Positive,0.7,2,0,0,0,0,0,0,0,0
A,I'll be tracking the package and I will check with the carrier just to make sure that it will be delivered in the correct address and within a day.,Problem Investigation,Neutral,0.53,2,0,0,0,0,0,0,0,0
A,Would that work for you?;,Problem Investigation,Positive,0.8,2,0,0,0,0,0,0,0,0
C,Oh that's very kind of you.,Problem Investigation,Positive,0.83,2,0,0,0,0,0,0,0,0
C,I really appreciate it.,Problem Investigation,Positive,0.72,2,0,0,0,0,0,0,0,0
A,No problem.,Problem Investigation,Positive,0.51,2,0,0,0,0,0,0,0,0
A,I've successfully processed a replacement and sent you the confirmation regarding this call as your reference.,Problem Investigation,Positive,0.66,2,0,0,0,0,0,0,0,0
A,Expect to receive the products within a day.,Problem Investigation,Positive,0.53,2,0,0,0,0,0,0,0,0
C,Oh my gosh.,Problem Investigation,Neutral,0.57,2,0,0,0,0,0,0,0,0
C,"Wow, you're amazing!",Problem Investigation,Positive,0.74,2,0,0,0,0,0,0,0,0
